SongNumber,SongID,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,Rock,Pop,Electronic,Jazz,Metal,RAndB,Folk,HipHop
2939,SOGVRHK12A8AE47FFB,TRAAWUM128F426009A,281210,Once More,ARNILB71187B99EC88,34.05349,Los Angeles CA,-118.24532,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.0,431.64689,11,0.191,106.219,1,0.0,Estate,0,0,0,0,1,0,0,0,0
2940,SOCVGQS12A8C13D7DF,TRAAWUH128F427F12C,216819,Coastal,ARR2TI31187FB380FE,,,,The Field Mice,0.0,316.73424,3,0.356,162.682,4,0.0,When Morning Comes To Town,1989,1,1,0,0,0,0,0,0
2944,SOBJYXZ12A8AE45FF1,TRAAWOR128F92DF3C8,382970,The Pink & The Lily,ARY80281187FB3E380,56.65286,Scotland,-3.99667,Sandi Thom,0.0,205.21751,4,0.666,82.205,4,0.945,Wounded Hearts,2008,0,0,0,0,0,0,0,0
2946,SOLLHMX12AB01846DC,TRAACQT128F9331780,463514,The Emperor Falls,AR1Y2PT1187FB5B9CE,27.94017,Brandon,-82.32547,John Wesley,0.0,484.62322,4,0.283,138.007,4,0.893,The Emperor Falls,0,0,0,0,0,0,0,0,0
2947,SOBBUGU12A8C13E95D,TRAACER128F4290F96,223365,Miss Machine,ARMAC4T1187FB3FA4C,40.82624,Morris Plains NJ,-74.47995,The Dillinger Escape Plan,0.0,207.77751,7,0.381,166.862,4,0.0,Setting Fire to Sleeping Giants,2004,1,1,0,1,1,0,0,0
2950,SOGNCJP12A58A80271,TRAACPE128F421C1B9,228326,Occasional Rain,ARB29H41187B98F0EF,41.88415,Chicago,-87.63241,Terry Callier,0.0,342.56934,6,0.381,110.189,3,0.353,Do You Finally Need A Friend,1972,0,0,0,0,0,1,1,0
2952,SOGOSOV12AF72A285E,TRAACZK128F4243829,270281,Tibiri Tabara,ARGUVEV1187B98BA17,,,,Sierra Maestra,0.0,313.12934,9,0.724,189.646,3,0.674,¿Dónde va Chichi?,1997,0,0,0,0,0,0,0,0
2953,SOGXHEG12AB018653E,TRAACTB12903CAAF15,663761,20 Of Her Best,AR0RCMP1187FB3F427,30.08615,Beaumont TX,-94.10158,Billie Jo Spears,0.0,133.32853,4,0.384,160.839,1,0.0,It Makes No Difference Now,1992,0,0,0,0,0,0,0,0
2955,SOBLGCN12AB0183212,TRAACFV128F935E50B,652784,Sue Thompson - Her Very Best,AR47JEX1187B995D81,37.83721,Nevada MO,-94.35868,SUE THOMPSON,0.0,124.86485,10,0.697,137.522,4,0.0,James (Hold The Ladder Steady),1985,0,0,0,0,0,0,0,0
2956,SOBZBAZ12A6D4F8742,TRAACNS128F14A2DF5,59744,Willie Bobo's Finest Hour,AROUOZZ1187B9ABE51,40.79195,New York NY [Spanish Harlem],-73.94512,Willie Bobo,0.0,168.25424,8,0.812,127.025,4,0.792,Spanish Grease,1997,0,0,0,1,0,1,0,0
2957,SOPSWQW12A6D4F8781,TRAACHN128F1489601,45730,Live,ARGIWFO1187B9B55B7,,,,Five Bolt Main,0.0,225.09669,7,0.53,164.672,1,0.0,Made Like This (Live),0,0,0,0,0,1,0,0,0
2962,SONNDHT12A8C13F20B,TRAAIIE128F4288BB1,219943,Louie Bluie Film Soundtrack,ARBKUS51187B98A3AC,35.4948,Dayton TN,-85.01235,Howard Armstrong,0.0,198.922,9,0.0,126.821,4,0.0,My Four Reasons,0,0,0,0,0,0,0,0,0
2963,SOFRAZJ12A8C143CDB,TRAAIHL128F92E6DDA,523481,Legacy,ARR9XGB1187B9912E6,39.95233,Philadelphia PA,-75.16379,Boyz II Men,0.0,329.27302,8,0.497,116.473,4,1.0,On Bended Knee,1994,1,1,0,0,0,1,0,0
2964,SOGQTRZ12A8C13C8B0,TRAAIAE128F42AC53D,307618,Timeless,ARF3GX71187FB3EB66,37.28113,Medicine Lodge KS,-98.58036,Martina McBride,0.0,261.95546,7,0.96,100.194,3,1.0,I Can't Stop Loving You,2005,0,0,0,0,0,0,0,0
2966,SOBHVZQ12AC9618285,TRAAIAN12903CFF16D,784530,Feel Good All Over: Anthology 1970-1976,AR3PN3R1187FB4CEBD,18.01571,Kingston Jamaica,-76.79731,Horace Andy,0.0,176.27383,2,0.171,151.911,4,0.231,Thank You Lord,1985,0,0,0,0,0,0,0,0
2970,SOOGQWR12A8C142505,TRAAIDY128F92CA454,372122,Final Vinyl,AREOGMA1187B9908EF,37.77916,San Francisco CA,-122.42005,Hot Tuna,0.0,239.59465,0,0.601,172.398,1,0.0,Candy Man,1971,1,0,0,0,0,0,0,0
2971,SOCHXAE12AF72A25D6,TRAAIYR12903CD290D,722546,White Feather,ARDF8K01187FB37200,-33.86785,Sydney Australia,151.20732,Wolfmother,0.0,212.37506,4,0.372,110.745,4,1.0,White Feather,2009,1,0,0,0,0,0,0,0
2974,SOYPBCY12AB0181EF3,TRAAIAX128F930531B,534470,13th And Pine,ARYWCFZ11E2835CFDD,,,,Nazz,0.0,220.89098,9,0.606,119.691,4,0.491,How Can You Call That Beautiful (Stewkey Vocal),0,0,0,0,0,0,0,0,0
2975,SOBQBWP12AB018611B,TRAAINT128F933BBE0,421962,Irfan_ le héros,ARVEJ9M1187FB4DC44,,,,Les Ogres De Barback,0.0,254.06649,4,0.446,137.888,1,0.0,Niev nietch nievitch,1999,0,0,0,0,0,0,0,0
2978,SOQSPFC12AB018C494,TRAUHXR12903CBDFE4,759814,Little Man,AR12EOE1187FB3AE26,,,,The Pineapple Thief,0.0,399.82975,0,0.238,140.077,4,0.716,Run A Mile,2006,1,0,0,0,0,0,0,0
2979,SOZNTWU12A8C1453CF,TRAUHJH128F92CA20E,315574,Diggin' Deeper Volume 3,AR08YJF1187B9B2D59,26.5,Florida,-81,Joe Turner,0.0,171.65016,1,0.619,84.737,3,0.713,Nobody In Mind,0,0,0,0,0,0,1,0,0
2980,SOHWNYG12A81C208D4,TRAUHVP128F933657C,553001,97 | 07,AR4MCB01187B98BF5C,,,,Atman,0.0,433.94567,6,0.114,89.385,4,0.234,All Is One,1998,0,0,0,0,0,0,0,0
2988,SOLCJXU12A8C134178,TRAUBKK128F4254C97,146292,Virtuous Woman,ARN5W1B1187B98BE10,,,,Warrior King,0.0,225.77587,0,0.873,83.831,1,0.938,Breath Of Fresh Air,2002,0,0,0,0,0,0,0,0
2989,SOOUQAZ12AB017BDB0,TRAUBRC128F92EF13F,389871,Voices Of Americana: Sonny Landreth,ARWEM1D1187FB4077B,54.07485,Caton MS,-2.71939,Sonny Landreth,0.0,212.63628,6,0.0,87.669,1,0.226,She Left Me A Mule ,1999,0,0,0,0,0,0,0,0
2990,SORDEHU12A8C13E640,TRAUBNN128F4298B31,112198,Inspirational Vibes,ARCNOK81187B98CA3F,17.99702,Kingston Jamaica,-76.79358,Buju Banton,0.0,239.0722,1,0.514,134.941,4,1.0,Destiny,1997,1,0,0,0,0,0,0,1
2994,SOTMRJU12AC9074F64,TRAUVGG12903CEF9CD,600586,Absolutely Positively Live,ARR575U1187B98FB97,38.8235,Maryland,-75.92381,The Perrys,0.0,255.26812,6,0.867,82.487,3,0.911,I'll Pray For You,0,0,0,0,0,0,0,0,0
2997,SONRWFT12A6D4F983A,TRAUVUF128F148D1AA,47597,American Psycho,ARA1UU51187FB5A70B,40.72816,New Jersey,-74.07764,The Misfits,0.0,181.21098,10,0.363,111.153,4,0.0,Dig Up Her Bones,1997,1,0,0,0,1,0,0,0
2998,SOWPSXC12A6D4FB04D,TRAUVSF128F14A0B6F,58666,No Silence,AR219DK1187FB4CEFC,,,,ATB,0.0,349.04771,0,0.28,136.967,4,0.0,Collides With Beauty,2004,0,0,1,0,0,0,0,0
2999,SOMPUMW12A8C13D654,TRAUVTO128F4297AA2,301027,Mis Primeros Exitos - Selena 20 Years Of Music,AROF4LP1187FB41C51,31.1689,Texas,-100.07715,Selena,0.0,190.35383,2,0.081,90.602,4,0.732,Cien Anos,0,0,0,0,0,0,0,0,0
3005,SORNYFV12AF729F4A0,TRAUVGO128F14836DB,159226,Senda '91,AR3SPD91187B9B63E3,,,,Héroes del Silencio,0.0,198.89587,4,0.654,159.483,4,0.0,El Mar No Cesa (Live),1991,1,0,0,0,0,0,0,0
3006,SOILVKO12A8AE486B1,TRAUVVR128F425A925,278992,Revenge,ARDGB6U1187FB3AD07,51.50632,London England,-0.12714,Eurythmics,0.0,236.61669,1,0.46,111.122,4,0.801,A Little Of You,1986,1,1,0,0,0,0,0,0
3015,SOHWHCE12A8C133385,TRAUQFT128F4270904,286475,Flowers On The Wall:  The Essential Statler Brothers 1964-1969,AR3DLBB1187B98F3DF,38.14991,Staunton VA,-79.0732,The Statler Brothers,0.0,201.27302,10,0.0,104.068,4,0.0,Shenandoah,1967,0,0,0,0,0,0,0,0
3016,SOWEUOO12A6D4F6D0C,TRAUOPE128EF367610,85606,Minutes To Midnight,ARQUMH41187B9AF699,34.05349,Los Angeles CA,-118.24532,Linkin Park,0.0,189.28281,4,0.446,100.073,4,0.438,Given Up (Album Version),2007,1,0,0,0,0,0,0,0
3017,SOWXZFY12A8C13807F,TRAUORF128F424D160,257615,Ivoir' Compil_ Vol. 4,ARWAVUU1269FB34A47,,,,Magic Systeme,0.0,287.34649,0,0.32,120.693,4,0.985,1er Gaou,0,0,1,1,0,0,0,0,0
3018,SOLJQBW12A6702187B,TRAUONA128F4255A38,277069,Demon Days,ARAXU5Z1187B98FECD,,,,Gorillaz,0.0,160.96608,10,0.042,84.141,5,0.045,November Has Come,2005,1,1,1,0,0,1,0,1
3019,SOSELMV12A6D4FCF5A,TRAUOEY128F421CBD3,229040,ESSENTIAL 08,ARWD25M1187FB4C563,51.50853,London,-0.12574,Amy Winehouse,0.0,229.85098,5,0.64,96.224,4,0.858,Valerie,2007,1,1,0,1,0,1,0,1
3020,SORXZTW12AB0183775,TRAUOPA128F93537F2,519688,Live Wide Open,AR4TLW81187B99683D,43.04812,Syracuse NY,-76.14742,Martin Sexton,0.0,256.62649,1,0.332,137.765,5,0.842,Things You Do To Me,2000,1,0,0,0,0,0,0,0
3021,SOEKVHT12AB018D3D0,TRAUOEZ12903CAC030,575327,Acapella Project Vol. 1,AR7ZKHQ1187B98DD73,,,,Glad,0.0,202.55302,9,0.452,105.364,7,0.979,O For a Thousand Tongues,0,0,0,0,0,0,0,0,0
3022,SONPYGH12A6701F6CF,TRAUOUZ128E078F8BB,14549,Eazy Duz It,AR0D6EL1187B9AF46B,33.89585,Compton California,-118.22007,Eazy-E,0.0,208.32608,8,0.33,115.692,4,1.0,I'mma Break It Down,1988,0,0,0,0,0,0,0,1
3023,SODOSRS12A8C144552,TRAUOPC128F92F5EDE,611929,Putting It Straight,ARYCP7D1187B99516B,43.64856,Toronto Canada,-79.38533,Pat Travers,0.0,225.20118,11,0.512,138.966,1,0.0,It Ain't What It Seems,0,1,0,0,0,0,0,0,0
3024,SOPVANN12AB0186E36,TRAUOPR128F933634F,637374,His Majesty Is Coming,AR0BLA51187FB4E6CD,,,,The In Crowd,0.0,266.81424,1,0.929,121.713,4,0.418,Back A Yard,1979,0,0,0,0,0,0,0,0
3026,SOGIUHH12A8C138CE0,TRAUOBO128F4280122,100970,Lonnie Johnson Vol. 2  (1926 - 1927),ARDNQ0R1187B9BA1EF,29.95369,New Orleans LA,-90.07771,Lonnie Johnson,0.0,189.98812,11,0.851,86.761,1,0.0,South Bound Water,0,0,0,0,0,0,0,0,0
3027,SODYJJO12A58A7C861,TRAUOAA128F4245ECF,247408,God Gets The Glory,ARIKE5O1187B997E73,,,,Mississippi Mass Choir,0.0,221.90975,1,0.622,116.49,3,1.0,It's Good To Know Jesus,2003,0,0,0,0,0,0,0,0
3028,SOUKMIK12A6D4F671E,TRAUOXB128F146573B,27384,Frantic,ARIZODP1187B9AD272,54.89814,Washington England,-1.53179,Bryan Ferry,0.0,35.65669,7,0.0,82.568,3,1.0,Ja Nun Hons Pris,2002,1,0,0,0,0,0,0,0
3029,SOANWEY12A58A7B504,TRAUODU128F9307467,489574,Live At Red Rocks 8.15.95,ARQXC7V1187FB4DA9E,38.02931,Charlottesville VA,-78.47668,DAVE MATTHEWS BAND,0.0,289.09669,11,0.217,125.159,1,0.353,Tripping Billies,1993,1,1,0,1,1,0,1,0
3030,SOYYJNB12AB0184408,TRAUENF128F931FC35,411450,Engram,AREBWEH1187B99EA9A,60.16952,Helsinki,24.93545,Beherit,0.0,266.89261,2,0.804,149.069,4,0.602,Suck My Blood,2009,0,0,0,0,1,0,0,0
3031,SOMWLTZ12AB0182E86,TRAUEWN128F932C32C,416628,Vs. Children,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,0.0,197.25016,1,0.548,180.094,4,0.576,White Jetta,2009,0,0,0,0,0,0,0,0
3035,SOWSIVF12AB018D3D1,TRAUEYX12903CEAF48,776959,In Case We Die,ARIW1BH1187FB4C94A,-37.81753,Melbourne,144.96715,Architecture In Helsinki,0.0,249.28608,9,0.263,139.999,4,0.166,Need To Shout,2005,1,1,1,0,0,0,0,0
3036,SODKZLY12A8C13F228,TRAUEVU128F42B7B0A,311061,Back In Business,ARSQDUN1187B98D7D7,40.60843,allentown Pennsylvania USA,-75.49018,EPMD,0.0,161.35791,1,0.0,86.819,4,0.855,Jane 5,1997,0,0,0,0,0,0,0,1
3039,SORWVEZ12A8C13C031,TRAUUYL128F9322F64,359463,Goku Tama Rock Cafe,AROLMXS1241B9C6915,,,,An Cafe,0.0,276.13995,6,0.552,152.988,4,0.692,ONE WAY LOVE,0,0,0,0,0,0,0,0,0
3040,SOPWHEV12AB017DC10,TRAUUIF128F93232FE,500966,Empty,AR1U3BY1187B9B136F,,,,God Lives Underwater,0.0,215.40526,2,0.411,169.966,4,0.952,Don't Know How To Be,1995,0,0,1,0,0,0,0,0
3043,SOLXDDC12A6701FBFD,TRAUURC128E078EC6E,14302,The Marshall Mathers LP,ARTH9041187FB43E1F,39.76861,St. Joseph MO,-94.84663,Eminem,0.0,312.2673,11,0.313,180.168,4,1.0,I'm Back,2000,0,0,0,0,0,0,0,1
3046,SOCORMS12A67AE124F,TRAUUZF128EF347CD5,70808,Soldier Of Fortune,ARSPQ0H1187B999944,54.97938,Walker-on-Tyne England,-1.54508,Eric Burdon,0.0,262.97424,5,0.312,80.031,4,0.0,Devil's Daughter,1988,1,0,0,0,1,1,0,0
3052,SOUEARP12A58A7D643,TRAUACD12903CEF021,600381,This Is Love,ARX2R5A1187FB5B85B,33.74831,Joliet IL &amp; Atlanta GA,-84.39111,Ann Nesby,0.0,243.01669,11,0.863,88.008,4,0.292,Tables Turn,0,0,0,0,0,0,1,0,0
3054,SOKHYFG12A63110822,TRAUALF128E0781331,585,Gorillaz,ARAXU5Z1187B98FECD,,,,Gorillaz,0.0,249.93914,1,0.857,171.918,4,1.0,Rock The House (Explicit),2001,0,0,0,0,0,0,0,0
3056,SOHKXAC12A58A7F6E5,TRAUAZA128F424847C,271741,Too Bad You're Beautiful,ARWR6RK1187FB3AB52,40.81677,Long Island NY,-73.06622,From Autumn To Ashes,0.0,147.64363,4,0.516,97.169,3,0.685,IV,2002,0,0,0,0,0,0,0,0
3059,SOUBGQW12A6D4F8CE5,TRAUKGN128F1499A8D,55800,Alegria Original,ARAENPX1187B990DDA,,,,Timbalada,0.0,242.1024,10,0.656,180.06,4,0.166,Maracaia,2006,0,0,0,0,0,0,0,0
3060,SOWJQRR12A6D4F725C,TRAUKYS128F14636CB,26752,Picture This,AR35YUO1187B9AD83E,55.8578,Glasgow Scotland,-4.24251,Wet Wet Wet,0.0,246.38649,10,1.0,84.084,4,0.564,Love Is All Around,1994,1,1,0,0,0,1,0,0
3065,SOHJNUH12AB01891DE,TRAUKNJ128F933A413,420937,I Can See Clearly Now,AREZWC61187FB52DCF,29.76045,Houston TX,-95.36978,Johnny Nash,0.0,167.26159,4,0.73,163.257,1,0.0,There Are More Questions Than Answers,1972,0,0,0,0,0,1,0,0
3069,SOMWYQW12AB018373C,TRAUKQD128F932C66D,364318,African Classics,ARDYMTV122ECCBC383,-0.02435,Kenya,37.90395,Samba Mapangala and Orchestra Virunga,0.0,301.66159,7,0.495,97.817,7,1.0,Siri,0,0,0,0,0,0,0,1,0
3071,SOQWLMX12A67020B04,TRAUFDN128E07926A5,15590,City High,ARW9SN11187FB52D0D,,,,City High,0.0,231.33995,8,0.421,159.975,4,0.719,Sista,2001,0,0,0,0,0,0,0,0
3072,SOONWRV12A8C138371,TRAUFCU128F42882B7,295785,Talk Of The Town,ARC8CQZ1187B98DECA,29.30135,Galveston TX,-94.7977,Jack Johnson and Friends  Matt Costa,0.0,136.30649,3,0.072,150.519,4,0.61,Fall Line,2003,1,1,0,0,0,0,1,0
3074,SOVQFUY12AB018A77D,TRAUFRH128F93502AC,561867,Paeez - Persian Music,ARMTTWG11F4C83E6AE,,,,Mohammad Nouri,0.0,224.02567,3,0.709,85.56,3,1.0,Morghe Eshgh,0,0,0,0,0,0,0,0,0
3076,SOYEVCP12AC9E17E09,TRAUFLM128F42AECDC,307443,Someday (I Will Understand),AR03BDP1187FB5B324,34.05349,Kentwood LA; Los Angeles CA,-118.24532,Britney Spears,0.0,1.04444,3,0.0,0.0,1,0.0,Someday (I Will Understand),2005,0,1,0,0,0,1,0,0
3081,SOGKSAD12AF72A35AA,TRAULAE128F92FD865,531919,Soul Express,ARYZV2X1187B997BE7,24.14437,California - LA,-110.3005,Chris Standring,0.0,261.0673,8,0.798,109.997,7,0.889,Through the Looking Glass (jazz),2006,0,0,0,1,0,1,0,0
3082,SOVRDND12A8C13AE30,TRAULJK128F4294B58,299930,B-sidor 95 - 00,AR1SQSG1187B9AC782,59.36661,Eskilstuna Sweden,16.5077,Kent,0.0,215.562,5,0.936,121.6,4,0.88,Markus sång,0,0,0,0,0,0,0,0,0
3083,SOMTRKO12A8C134D55,TRAULZG128F425E06C,150242,Everything Went Black,ARQ76LG1187B9ACD84,34.05349,Los Angeles CA,-118.24532,Black Flag,0.0,92.36853,2,0.629,114.378,1,0.0,Police Story,1981,1,0,0,0,0,0,0,0
3084,SOTYJVR12AC468B3BD,TRAULOO12903CF47B6,735440,Wolfheart (re-issue + Bonus Tracks),AR4C6V01187FB3BAF4,39.55792,Portugal,-7.84481,Moonspell,0.0,318.9024,2,0.299,117.593,4,0.544,Alma Mater,1995,1,1,0,0,1,0,1,0
3085,SOEEQKB12A8C143340,TRAULZX128F92F5464,611707,The Fureys Finest,ARFWZZD1187FB561F9,,,,The Fureys,0.0,234.50077,4,0.782,117.85,3,0.0,The Lonesome Boatman,0,0,0,0,0,0,0,0,0
3087,SOCCQJE12AB018722F,TRAULGT12903D10B94,746685,The Road from Itta Bena,AR4GAFY1187B9B639D,35.14953,Memphis Tennessee,-90.04898,BB King,0.0,186.40934,11,0.246,52.932,4,0.654,She Don't Move Me No More,1995,0,0,0,0,0,0,0,0
3088,SOLDLXG12AB0185707,TRAULTS128F931290B,351426,Angels Fall First,AR74Q3R1187B9B24C3,62.1,Kitee Finland,30.15,Nightwish,0.0,382.58893,5,0.924,78.959,3,0.865,Beauty And The Beast,1997,1,0,1,0,1,0,0,0
3089,SOVXVKR12AB017F9C6,TRAULEG128F92F035B,335541,Ur Jordens Djup,ARB5TJM1187B9A71FD,,,,Finntroll,0.0,278.93506,2,0.431,180.06,4,0.238,Ormhäxan,2007,0,0,0,0,1,0,1,0
3091,SONCMDH12A58A7C500,TRAULZV12903CF968F,603776,Nothing's Changed [Original Recording Remastered],ARS6HDE1187B99CA29,,,,Joe Lynn Turner,0.0,231.1571,7,0.003,161.063,4,0.0,Knock Knock,0,1,0,0,0,0,0,0,0
3092,SOOABJR12A58A779B0,TRAUXEL128F42683D5,89152,Corona Borealis,ARUL0VB1187B9A01AA,64.95014,Finland,26.06739,Cadacross,0.0,217.93914,4,0.794,92.608,4,0.0,Bring Out Your Dead,2002,0,0,0,0,1,0,0,0
3093,SOBMWTE12A8C13C2AF,TRAUXSK128F427C58D,215773,The Bright Lights Of America,ARUSOMY1187FB4D3B4,40.44062,Pittsburgh PA,-79.99589,Anti-Flag,0.0,299.80689,10,0.326,178.804,1,0.268,The Modern Rome Burning,2008,1,0,0,0,0,0,0,0
3095,SOFHVPF12A8C134ED7,TRAUXNO128F42774A0,289266,Live,ARSW5F51187FB4CFC9,47.60621,Seattle WA,-122.33207,Alice In Chains,0.0,262.47791,5,0.133,111.239,4,0.96,Angry Chair,1992,1,0,0,0,1,0,0,0
3096,SOXLEKB12A8C1338EE,TRAUXSO128F42B863C,310269,Freak ShowNeon Ballroom,ARIH5GU1187FB4C958,-32.92953,Newcastle,151.7801,Silverchair,0.0,207.56853,1,1.0,138.385,5,0.25,Spawn (Again),0,1,0,0,0,1,0,0,0
3100,SOGMYFZ12AC468ACED,TRAUXNU12903D11493,791245,Cantigas De Nadal,ARYQQY31187B9ABBE1,,,,Berrogüetto,0.0,242.62485,2,0.781,99.546,4,0.231,Nadal De Luintra,2000,0,0,0,0,0,0,0,0
3101,SOVZKIS12AF72A0A93,TRAUXEU12903CD3CD7,767858,Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,ARS1OWB1187B99EEAD,40.71427,New York NY,-74.00597,The New York Dolls,0.0,234.84036,0,0.413,84.058,4,0.009,Vietnamese Baby,1973,1,0,0,0,0,0,0,0
3103,SOBMAHU12AB017FA30,TRAUREN128F931F5AB,628277,30 Of His Best,ARKBTPV1187FB38A79,32.51461,Shreveport LA,-93.74727,Faron Young,0.0,159.79057,9,0.542,141.772,1,0.814,It's Four In The Morning,1986,0,0,0,0,0,1,0,0
3105,SOZVZWP12A58A7BAD1,TRAURQM128F423C581,135638,The Acoustic Session,ARAIABB1187B9AC6E2,51.51558,Paddington London England,-0.1763,Seal,0.0,117.78567,4,0.605,119.772,5,0.0,Show Me (Acoustic Version),0,0,1,0,0,0,1,0,0
3107,SOSYGHA12AB0186AEC,TRAURHK12903CA60F8,705593,IRM,ARL635X1187B990092,,,,Charlotte Gainsbourg,0.0,241.65832,1,0.655,150.256,4,0.0,Le Chat du Café des Artistes,2009,0,0,0,0,0,0,0,0
3110,SOLVZZO12A8C130E19,TRAURRP128F4261B94,281472,Wide Open Spaces,AR11YQ81187FB3C654,30.26715,Austin TX,-97.74306,Dixie Chicks,0.0,296.30649,2,0.588,103.863,4,0.896,Give It Up Or Let Me Go,1998,0,1,0,0,0,0,0,0
3112,SOPTTLQ12A58A7B12B,TRAURRO128F1489B2C,105003,The Fuse,ARGFFA01187B9A2D11,33.86404,Hermosa Beach CA,-118.39535,Pennywise,0.0,159.89506,9,0.053,200.877,4,0.0,6TH Avenue Nightmare,2005,1,0,0,0,0,0,0,0
3114,SOIZLKI12A6D4F7B61,TRAURYF128F147805D,36469,Supermassive Black Hole,ARR3ONV1187B9A2F59,54.31407,UK,-2.23001,Muse,0.0,209.34485,7,0.034,120.01,4,1.0,Supermassive Black Hole (Album Version),0,0,0,0,0,0,0,0,0
3116,SONMZBU12A58A7D2D3,TRAUZFY128F42BCE57,310772,Waitin' In The Country,ARZXLZD11E2835CEA7,,,,Jason Michael Carroll,0.0,229.8771,2,0.465,87.712,4,0.618,No Good In Goodbye,2007,0,0,0,0,0,0,0,0
3117,SOTMGME12AB017F79B,TRAUZLI128E0791D51,15426,Reach Out,ARZ8KO81187B9B1B7C,,,,Burt Bacharach,0.0,175.882,7,0.574,115.756,3,0.592,Are You There (With Another Girl),1967,0,1,0,0,0,0,0,0
3118,SONHEUO12AF72A4792,TRAUZTB128F422730F,233023,Greatest Hits Live,ARUEYGC1187FB3D94B,41.88415,Chicago IL,-87.63241,The Chi-Lites,0.0,251.27138,5,0.534,138.501,4,0.26,Intro,0,0,0,0,0,0,0,0,0
3119,SORWVHN12A8C1459EA,TRAUZFR128F93381F4,369470,Samba Nouvelle Vague,AR3N2H11187B98AFBA,-10.68641,Itabaiana Para� Brazil,-37.42475,Sivuca,0.0,137.482,7,0.631,148.046,4,0.0,Copacabana,0,0,0,0,0,0,0,0,0
3122,SOQUAIH12AB0181406,TRAUZTR128F9351D2A,562561,Hello World - The Motown Solo Collection,ARXPPEY1187FB51DF4,,,,Michael Jackson,0.0,182.7522,4,0.495,207.544,4,0.0,I Wanna Be Where You Are,1972,1,1,0,0,0,1,0,0
3123,SOBDYCT12AB0183AF5,TRAUZVU12903CC050D,804859,100 Love Evergreen,ARAJPHH1187FB5566A,40.7038,Queens NY,-73.83168,The Shangri-Las,0.0,136.01914,10,0.218,65.771,4,0.648,Remember (Walkin' In the Sand),1964,1,1,0,0,0,1,0,0
3126,SOKGPRX12A8C138268,TRAUZLI128F427EA58,291752,The Missing,ARBM57Q1187B9AF97C,34.05349,Los Angeles CA,-118.24532,James Horner,0.0,231.57506,2,0.699,186.138,4,1.0,The Stranger,2003,0,0,0,0,0,0,0,0
3133,SOXJASM12A8C13BB05,TRAUPSV128F427B621,214908,Amores Difíciles,ARZ3U0K1187B999BF4,,,,Cabas,0.0,207.82975,0,0.399,216.023,1,0.0,Como Nuestro Amor No Hay Dos,2008,0,0,0,0,0,0,0,0
3136,SOREOJO12AF72A6BB7,TRAUPEE128F425943A,200695,The Very Best Of The Shangri-Las,ARAJPHH1187FB5566A,40.7038,Queens NY,-73.83168,The Shangri-Las,0.0,157.85751,7,0.881,93.413,4,1.0,Bull Dog,1964,1,0,0,0,0,1,0,0
3139,SOLUWQF12AB017DBDC,TRAUDGS128F92FC6AE,341152,Paper Doll,ARKWXDA11F4C83B665,,,,Mills Brothers,0.0,79.64689,2,0.349,124.906,4,0.0,Youre nobody till somebody loves you,0,0,0,0,0,0,0,0,0
3140,SOXMSNK12AF72A8850,TRAUDWB128F9318EA4,407866,Pray IV Reign,ART62WC1187FB47E80,34.50034,New Mexico,-106.00085,Jim Jones featuring Oshy,0.0,224.31302,6,0.194,121.978,4,0.925,This Is For My Bitches,2009,0,0,0,0,0,0,0,0
3141,SOEEANS12AB0184A71,TRAUDYH128F9301EF1,343322,Still [Collector's Edition],ARKZXSQ1187B9AC9F3,,,,Joy Division,0.0,245.34159,1,0.0,117.339,4,0.57,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),0,0,0,1,0,0,0,0,0
3145,SODCZXW12A6D4F97F5,TRAUDRC128F148D15E,47590,Outrider,ARNPPTH1187B9AD429,51.4855,Heston Middlesex England,-0.37196,Jimmy Page,0.0,322.97751,0,0.331,139.015,4,0.429,Hummingbird,1988,1,0,0,0,1,0,0,0
3146,SOCJHAZ12AB0181CE2,TRAUDIU128F933AD92,638138,Dylan Different,ARAG1DX1187B98BB10,41.88415,Chicago IL,-87.63241,Ben Sidran,0.0,307.80036,5,1.0,68.479,5,0.875,Blowin' In the Wind,2009,0,0,0,0,0,0,0,0
3148,SOBJVKE12A8AE44914,TRAUDFG128F423AC77,134790,BCD,AR2CM6U1187B999EB7,52.51607,Berlin Germany,13.37698,Basic Channel,0.0,62.92853,10,0.712,160.546,5,1.0,Q1.1 Edit,1995,0,0,0,0,0,0,0,0
3151,SOHMIMK12AB018A437,TRAUNNH12903CB038C,578527,Armada,AR7U5BZ1187B997FFC,,,,Keep Of Kalessin,0.0,292.41424,3,0.739,110.044,4,0.673,Many Are We,2006,0,0,0,0,1,0,0,0
3152,SOZQJKU12A8C13A0C1,TRAUNPM12903CB7CCC,668390,Original Album Classics,AR1WC0X1187B991056,37.77916,San Francisco CA,-122.42005,Jefferson Starship,0.0,220.52526,10,0.58,122.348,4,1.0,Fading Lady Light,0,0,1,0,0,0,0,0,0
